ArtifactID,DependencyID,TAG
.com.daikit:spring-boot-starter-data-graphql,com.daikit:spring-data-graphql-demo,['#Other']
.com.daikit:spring-boot-starter-data-graphql-jpa,com.daikit:spring-data-graphql-jpa-demo,['#Other']
.org.slf4j:slf4j-api,info.novatec.testit:livingdoc-confluence-plugin,"['#Test and Quality Management', '#Testing Utilities and Frameworks']"
.org.slf4j:slf4j-api,info.novatec.testit:livingdoc-confluence5-plugin,"['#Test and Quality Management', '#Testing Utilities and Frameworks']"
Aftermath:aftermath-annotations,org.michaelevans:aftermath,"['#Programming Language Utilities', '#Android']"
Aftermath:aftermath-annotations,org.michaelevans:aftermath-processor,"['#Programming Language Utilities', '#Android']"
Android-BLE-Library:ble,no.nordicsemi.android:ble-livedata,"['#Programming Language Utilities', '#Android']"
Android-Iconics:iconics,com.mikepenz:community-material-typeface,['#MULTI-PROJECT']
Android-Iconics:iconics,com.mikepenz:meteocons-typeface,['#MULTI-PROJECT']
Android-Iconics:iconics,com.mikepenz:octicons-typeface,['#MULTI-PROJECT']
Android-Iconics:iconics-core,com.mikepenz:community-material-typeface,['#MULTI-PROJECT']
Android-Iconics:iconics-core,com.mikepenz:fontawesome-typeface,['#MULTI-PROJECT']
Android-Iconics:iconics-core,com.mikepenz:google-material-typeface,['#MULTI-PROJECT']
Android-Iconics:iconics-core,com.mikepenz:iconics,['#MULTI-PROJECT']
Android-Iconics:iconics-core,com.mikepenz:meteocons-typeface,['#MULTI-PROJECT']
Android-Iconics:iconics-core,com.mikepenz:octicons-typeface,['#MULTI-PROJECT']
Android-Iconics:library,com.mikepenz:community-material-typeface,['#MULTI-PROJECT']
Android-Iconics:library-core,com.mikepenz:community-material-typeface,['#MULTI-PROJECT']
Android-Iconics:library-core,com.mikepenz:devicon-typeface,['#MULTI-PROJECT']
Android-Iconics:library-core,com.mikepenz:entypo-typeface,['#MULTI-PROJECT']
Android-Iconics:library-core,com.mikepenz:fontawesome-typeface,['#MULTI-PROJECT']
Android-Iconics:library-core,com.mikepenz:foundation-icons-typeface,['#MULTI-PROJECT']
Android-Iconics:library-core,com.mikepenz:google-material-typeface,['#MULTI-PROJECT']
Android-Iconics:library-core,com.mikepenz:ionicons-typeface,['#MULTI-PROJECT']
Android-Iconics:library-core,com.mikepenz:material-design-iconic-typeface,['#MULTI-PROJECT']
Android-Iconics:library-core,com.mikepenz:meteocons-typeface,['#MULTI-PROJECT']
Android-Iconics:library-core,com.mikepenz:octicons-typeface,['#MULTI-PROJECT']
Android-Iconics:library-core,com.mikepenz:pixeden-7-stroke-typeface,['#MULTI-PROJECT']
Android-Iconics:library-core,com.mikepenz:typeicons-typeface,['#MULTI-PROJECT']
Android-Iconics:library-core,com.mikepenz:weather-icons-typeface,['#MULTI-PROJECT']
Android-ParseModel:parsemodel,com.bartoszlipinski:parsemodel-compiler,['#Other']
Android-RTEditor:android-rteditor-core,com.1gravity:android-rteditor,['#Other']
Android-SDK-Core-Source:coresdk,com.estimote:sdk,['#Software Development Kit']
AndroidPerformanceMonitor:blockcanary-analyzer,com.github.moduth:blockcanary-android,"['#Programming Language Utilities', '#Android']"
App-Architecture:app-architecture-framework,com.github.frodoking:app-architecture-android,"['#GUI', '#Mobile']"
ArcSoftTool:face-engine,com.github.charleslzq:arcsoft-binding,['#MULTI-PROJECT']
ArcSoftTool:face-engine,com.github.charleslzq:websocket-face-store,['#MULTI-PROJECT']
ArcSoftTool:libuvccamera-release,com.github.charleslzq:face-engine,['#MULTI-PROJECT']
ArcSoftTool:usbCameraCommon-release,com.github.charleslzq:face-engine,['#MULTI-PROJECT']
ArcSoftTool:websocket-face-store,com.github.charleslzq:arcsoft-binding,['#MULTI-PROJECT']
BigWig:BigWig,org.opencb.biodata:biodata-tools,"['#Data Processors', '#Format']"
BigWig:BigWig,org.opencb.cellbase:cellbase-lib,"['#Data Management', '#Database', '#NoSQL Databases']"
ButcherKnife:butcherknife-annotation,com.github.vicpinm:butcherknife,['#MULTI-PROJECT']
COM.ibm.db2:db2jcc4,me.icymint:libra-jdbc,['#MULTI-PROJECT']
CachedField:testhelpers,com.byoutline.ibuscachedfield:ibuscachedfield,['#Programming Language Utilities']
CachedField:testhelpers,com.byoutline.observablecachedfield:observablecachedfield,"['#Data Management', '#Caching']"
CachedField:testhelpers,com.byoutline.ottocachedfield:observablecachedfield,"['#Data Management', '#Caching']"
CachedField:testhelpers,com.byoutline.ottocachedfield:ottocachedfield,"['#Data Management', '#Caching']"
CleanRecyclerView:crv-annotation,com.github.vicpinm:cleanrecyclerview,['#MULTI-PROJECT']
CleanRecyclerView:presenteradapter,com.github.vicpinm:cleanrecyclerview,['#MULTI-PROJECT']
CocoQuery:query,com.cocosw.query:ext,['#Other']
ColorPicker:colorpicker,com.jaredrummler:colorpicker-compat,"['#Programming Language Utilities', '#Android']"
Coordinator-java:coordinator-common,me.panavtec:coordinator,['#Other']
Coordinator-java:coordinator-common,me.panavtec:coordinator-compiler,['#Other']
DailyAndroidNativeLib:dailyapplib,com.github.dailystudio:dailyandroidnativelib,['#MULTI-PROJECT']
DailyAndroidNativeLib:dailycorelib,com.github.dailystudio:dailyandroidnativelib,['#MULTI-PROJECT']
DailyAndroidNativeLib:dailycorelib,com.github.dailystudio:dailyapplib,['#MULTI-PROJECT']
Debug:debug,ru.noties:debug-ui,['#MULTI-PROJECT']
Debug:debug-annotations,ru.noties:debug-compiler,['#MULTI-PROJECT']
DebugOverlay-Android:debugoverlay,com.ms-square:debugoverlay-ext-timber,"['#Programming Language Utilities', '#Android']"
DeepLinkDispatch:deeplinkdispatch-base,com.airbnb:deeplinkdispatch,"['#Programming Language Utilities', '#Android']"
DeepLinkDispatch:deeplinkdispatch-base,com.airbnb:deeplinkdispatch-processor,"['#Programming Language Utilities', '#Android']"
ESAPI:ESAPI,org.lucee:core,['#Programming Language Utilities']
ESAPI:ESAPI,org.lucee:lucee,['#Programming Language Utilities']
EnvDTE80:EnvDTE80,org.apache.npanday:NPanday.Utils,"['#Build Tools', '#Source Control System Integration']"
EnvDTE:EnvDTE,org.apache.npanday:NPanday.Utils,"['#Build Tools', '#Source Control System Integration']"
FIRSTAPI_CONNECT_PAY_ANDROID_WORK18:paywithmybank-android-sdk-release,com.firstdata.payeezy:ach-android-sdk,['#Payment']
FIRSTAPI_CONNECT_PAY_ANDROID_WORK18:paywithmybank-android-sdk-release,com.firstdata.payeezy:firstapi,['#Payment']
FastAdapter:fastadapter,com.mikepenz:fastadapter-extensions,['#MULTI-PROJECT']
FastAdapter:library,com.mikepenz:fastadapter-extensions,['#MULTI-PROJECT']
FastAdapter:library,com.mikepenz:fastadapter-extensions-firebase,['#MULTI-PROJECT']
FastAdapter:library,com.mikepenz:fastadapter-extensions-realm,['#MULTI-PROJECT']
FastAdapter:library-core,com.mikepenz:fastadapter-commons,['#MULTI-PROJECT']
GGAForms:ggaforms,com.greengrowapps:ggaformsui,"['#Programming Language Utilities', '#Android']"
Handle:annotations,ru.noties.handle:processor,"['#Programming Language Utilities', '#Android']"
HermiT:org.semanticweb.HermiT,edu.stanford.protege:org.protege.editor.owl.codegeneration,['#Developer Tools']
HsaTools:HsaTools-Mocks,se.vgregion.medcontrol:medcontrol-core-bc,['#MULTI-PROJECT']
HsaTools:HsaTools-Mocks,se.vgregion.medcontrol:medcontrol-core-bc-composite-schema,['#MULTI-PROJECT']
HsaTools:HsaTools-Mocks,se.vgregion.medcontrol:medcontrol-core-bc-composite-svc,['#MULTI-PROJECT']
HsaTools:HsaTools-Mocks,se.vgregion.medcontrol:medcontrol-core-bc-composite-types,['#MULTI-PROJECT']
HsaTools:HsaTools-Mocks,se.vgregion.medcontrol:medcontrol-core-bc-module-portlet,['#MULTI-PROJECT']
HsaTools:HsaTools-Mocks,se.vgregion.medcontrol:medcontrol-system,['#MULTI-PROJECT']
Hyrule:Hyrule,com.intuit.wasabi:wasabi-api,['#Test and Quality Management']
Hyrule:Hyrule,com.intuit.wasabi:wasabi-experiment-objects,['#Test and Quality Management']
Hyrule:Hyrule,com.intuit.wasabi:wasabi-repository,['#Test and Quality Management']
JDOM:JDOM,mstor:mstor,['#Mail']
JLex:JLex,de.julielab:abner-1.5,['#MULTI-PROJECT']
JLex:JLex,org.apache.synapse:Apache-Synapse,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-commons,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-config-migrator,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-core,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-distribution,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-experimental,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-extensions,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-fix-transport,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-handler,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-integration,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-nhttp-transport,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-package-archetype,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-package-skeleton,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-patches,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-pipe-transport,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-samples,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-securevault,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-tasks,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-transports,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-vfs-transport,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-war,['#Data Transport']
JLex:JLex,org.apache.synapse:synapse-xar-maven-plugin,['#Data Transport']
JSAP:JSAP,edu.sc.seis:seisFile,['#Other']
JavaMail:JavaMail,mstor:mstor,['#Mail']
Junit:Junit,la.serendipity:thread-memorize-appender,['#MULTI-PROJECT']
KSCOneLoginSDK_CY:library,com.ksyun:ksc-one-login,"['#Big Data', '#Databases']"
Kotlin-Realm-Extensions:krealmextensions,com.github.vicpinm:krealmextensions-rxjava,['#MULTI-PROJECT']
Kotlin-Realm-Extensions:krealmextensions,com.github.vicpinm:krealmextensions-rxjava2,['#MULTI-PROJECT']
Kotlin-Realm-Extensions:library,com.github.vicpinm:krealmextensions-rxjava,['#MULTI-PROJECT']
Kotlin-Realm-Extensions:library,com.github.vicpinm:krealmextensions-rxjava2,['#MULTI-PROJECT']
KushkiDemo:libs,com.kushkipagos:kushki-android,['#Programming Language Utilities']
Marafeti:base,com.lorentzos.rxservices:location,['#Other']
Marafeti:base,com.lorentzos.rxservices:wear,['#Other']
MoEngage-Android-SDK:test-helper,com.moengage:addon-realtime-trigger,['#MULTI-PROJECT']
MoEngage-Android-SDK:test-helper,com.moengage:cards,['#MULTI-PROJECT']
MoEngage-Android-SDK:test-helper,com.moengage:core,['#MULTI-PROJECT']
MoEngage-Android-SDK:test-helper,com.moengage:inapp,['#MULTI-PROJECT']
MoEngage-Android-SDK:test-helper,com.moengage:push-amp,['#MULTI-PROJECT']
MoEngage-Android-SDK:test-helper,com.moengage:pushbase,['#MULTI-PROJECT']
MoEngage-Android-SDK:test-helper,com.moengage:realtime-trigger,['#MULTI-PROJECT']
Moxy-publish-maven:moxy-compiler,com.arello-mobile:moxy,['#Other']
MrPowers:spark-fast-tests,com.memsql:memsql-spark-connector_2.11,['#Data Visualization']
MrPowers:spark-fast-tests,com.memsql:memsql-spark-connector_2.12,['#Data Visualization']
Mutters:mutters-fasttext-test-data,com.rabidgremlin:mutters-fasttext-intent,['#Other']
Mutters:mutters-opennlp-taxi-data,com.rabidgremlin:mutters-ink-bot,['#Other']
Mutters:mutters-opennlp-taxi-data,com.rabidgremlin:mutters-opennlp-intent,['#Other']
Mutters:mutters-opennlp-taxi-data,com.rabidgremlin:mutters-statemachine-bot,['#Other']
Mutters:mutters-opennlp-test-data,com.rabidgremlin:mutters-ink-bot,['#Other']
Mutters:mutters-opennlp-test-data,com.rabidgremlin:mutters-opennlp-intent,['#Other']
Mutters:mutters-opennlp-test-data,com.rabidgremlin:mutters-opennlp-ner,['#Other']
Mutters:mutters-opennlp-test-data,com.rabidgremlin:mutters-statemachine-bot,['#Other']
MvRx:mvrx,com.airbnb.android:mvrx-testing,"['#Programming Language Utilities', '#Android']"
NUnit:NUnit.Framework,org.apache.npanday.plugins:NPanday.Plugin,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday.plugins:NPanday.Plugin.Addin,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday.plugins:NPanday.Plugin.Devenv,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday.plugins:NPanday.Plugin.Loader,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday.plugins:NPanday.Plugin.MojoGenerator,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday.plugins:NPanday.Plugin.Msbuild,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday.plugins:NPanday.Plugin.Resx,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday.plugins:NPanday.Plugin.Runner,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday.plugins:NPanday.Plugin.Settings,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday.plugins:NPanday.Plugin.SysRef,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday.plugins:npanday.plugins,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday:NPanday.Artifact,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday:NPanday.Assemblies,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday:NPanday.Logging,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday:NPanday.Model.AutomationExtensibility,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday:NPanday.Model.Pom,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday:NPanday.Model.Settings,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday:NPanday.Project,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday:NPanday.Utils,"['#Build Tools', '#Source Control System Integration']"
NUnit:NUnit.Framework,org.apache.npanday:dotnet-repository-builder,"['#Build Tools', '#Source Control System Integration']"
NextInputs-Android:inputs,com.github.yoojia:next-inputs-android,['#MULTI-PROJECT']
NullAway.jar-infer:test-android-lib-jarinfer,com.uber.nullaway:jar-infer-lib,"['#Programming Language Utilities', '#Annotations']"
NullAway.jar-infer:test-java-lib-jarinfer,com.uber.nullaway:jar-infer-lib,"['#Programming Language Utilities', '#Annotations']"
NullAway.jar-infer:test-java-lib-jarinfer,com.uber.nullaway:nullaway,"['#Programming Language Utilities', '#Annotations']"
NullAway.library-model:library-model-generator,com.uber.nullaway:jar-infer-lib,"['#Programming Language Utilities', '#Annotations']"
NullAway:test-java-lib,com.uber.nullaway:nullaway,"['#Programming Language Utilities', '#Annotations']"
NullAway:test-library-models,com.uber.nullaway:nullaway,"['#Programming Language Utilities', '#Annotations']"
OKI:OkiOSID,org.sakaiproject.samigo:samigo-app,['#GUI']
OKI:OkiOSID,org.sakaiproject.samigo:samigo-assembly,['#GUI']
OKI:OkiOSID,org.sakaiproject.samigo:samigo-impl,['#GUI']
OKI:OkiOSID,org.sakaiproject.samigo:samigo-import,['#GUI']
OKI:OkiOSID,org.sakaiproject.samigo:samigo-qti,['#GUI']
OKI:OkiOSID,org.sakaiproject.samigo:samigo-services,['#GUI']
OKI:OkiOSID,org.sakaiproject.samigo:samigo-shared,['#GUI']
OKI:OkiOSID,org.sakaiproject:sakai-citations-api,['#Other']
OKI:OkiOSID,org.sakaiproject:sakai-citations-impl,['#Other']
OKI:OkiOSID,org.sakaiproject:sakai-citations-shared-deploy,['#Other']
OKI:OkiOSID,org.sakaiproject:sakai-citations-web2bridge,['#Other']
OKI:OkiOSID,org.sakaiproject:sakai-citations-xserver,['#Other']
OKI:OkiSID,org.sakaiproject.samigo:samigo-app,['#GUI']
OKI:OkiSID,org.sakaiproject.samigo:samigo-services,['#GUI']
OWASP:ESAPI,org.owasp.appsensor:AppSensor,['#Security']
PDFRenderer:PDFRenderer,org.lucee:core,['#Programming Language Utilities']
PDFRenderer:PDFRenderer,org.lucee:lucee,['#Programming Language Utilities']
Pingplusplus:pingpp-java,com.github.lodsve:lodsve-transaction,['#MULTI-PROJECT']
PrettyBundle:prettybundle,com.github.talenguyen:prettybundle-processor,"['#Programming Language Utilities', '#Android']"
RapidORM:library-api,com.github.wangjiegulu:rapidorm,['#MULTI-PROJECT']
RapidRouter:library-api,com.github.wangjiegulu:rapidrouter,['#MULTI-PROJECT']
RapidRouter:library-api,com.github.wangjiegulu:rapidrouter-compiler,['#MULTI-PROJECT']
ReactiveSprint:rsjava,com.github.reactivesprint:rsandroid,"['#Programming Language Utilities', '#Android']"
RoboSpock:antApp,org.robospock:robospock,"['#Test and Quality Management', '#Testing Utilities and Frameworks']"
SimplePrefs:annotations,ru.noties.simpleprefs:processor,"['#Programming Language Utilities', '#Annotations']"
SimulationCoreLibrary:SimulationCoreLibrary,org.sessl:sessl-sbmlsim,['#MULTI-PROJECT']
SnakeYAML:SnakeYAML,org.scala-tools:maven-scala-plugin,['#Programming Language Utilities']
TSCore:GeneralUtility,com.techshroom:Math,['#MULTI-PROJECT']
TSCore:GeneralUtility,com.techshroom:Regex,['#MULTI-PROJECT']
TSCore:Log,com.techshroom:GeneralUtility,['#MULTI-PROJECT']
TSCore:Log,com.techshroom:Math,['#MULTI-PROJECT']
TSCore:Log,com.techshroom:Regex,['#MULTI-PROJECT']
TSCore:Log,com.techshroom:StepBuilder,['#MULTI-PROJECT']
TSCore:Regex,com.techshroom:Math,['#MULTI-PROJECT']
TencentMapSdk:sdk-tools-json,com.tencent.map:sdk-tools-network,['#Other']
UniversalUpgrade:uupgrade-annotation,com.github.lauhwong:uupgrade,['#MULTI-PROJECT']
UniversalUpgrade:uupgrade-annotation,com.github.lauhwong:uupgrade-compiler,['#MULTI-PROJECT']
__commons-io:commons-io,ch.liquidmind:inflection,['#MULTI-PROJECT']
__commons-io:commons-io-deflected,ch.liquidmind:inflection,['#MULTI-PROJECT']
__java:rt,ch.liquidmind:inflection,['#MULTI-PROJECT']
__org.antlr:antlr4,ch.liquidmind:inflection,['#MULTI-PROJECT']
__org.antlr:antlr4-deflected,ch.liquidmind:inflection,['#MULTI-PROJECT']
abbot:abbot.swt,org.apache.geronimo.devtools:org.apache.geronimo.testsuite.common,['#Developer Tools']
abbot:abbot.swt,org.apache.geronimo.devtools:org.apache.geronimo.testsuite.v20,['#Developer Tools']
abbot:abbot.swt,org.apache.geronimo.devtools:org.apache.geronimo.testsuite.v21,['#Developer Tools']
abbot:abbot.swt.eclipse,org.apache.geronimo.devtools:org.apache.geronimo.testsuite.common,['#Developer Tools']
abbot:abbot.swt.eclipse,org.apache.geronimo.devtools:org.apache.geronimo.testsuite.v20,['#Developer Tools']
abbot:abbot.swt.eclipse,org.apache.geronimo.devtools:org.apache.geronimo.testsuite.v21,['#Developer Tools']
achartengine:achartengine,org.solovyev.android:calculatorpp,"['#Programming Language Utilities', '#Android']"
achartengine:achartengine,org.solovyev.android:calculatorpp-android-app,"['#Programming Language Utilities', '#Android']"
acs:ACSErrTypeCommon,cl.alma.camel.acs:camel-acslog,['#Logging']
acs:acserrj,cl.alma.camel.acs:camel-acslog,['#Logging']
acs:acsjlog,cl.alma.camel.acs:camel-acslog,['#Logging']
acs:jACSUtil,cl.alma.camel.acs:camel-acslog,['#Logging']
acs:lc,cl.alma.camel.acs:camel-acslog,['#Logging']
acs:lcEngine,cl.alma.camel.acs:camel-acslog,['#Logging']
activemq:activemq-core-test,activemq:activemq,['#Data Transport']
activemq:activemq-core-test,activemq:activemq-gbean,['#Data Transport']
activemq:activemq-core-test,activemq:activemq-optional,['#Data Transport']
activemq:activemq-core-test,activemq:activemq-ra,['#Data Transport']
activemq:activemq-core-test,activemq:activemq-web,['#Data Transport']
activescript:jguid,org.springmodules:spring-modules-javaspaces,['#Dependency Injection and Aspect-Oriented']
adaptx:adaptx,org.codehaus.castor:castor,['#Web Frameworks']
add-ons:maps,roboguice:roboguice,"['#Programming Language Utilities', '#Android']"
admob:admob,org.solovyev.android:android-common-ads,"['#Programming Language Utilities', '#Android']"
admob:admob,org.solovyev.android:calculatorpp,"['#Programming Language Utilities', '#Android']"
admob:admob,org.solovyev.android:calculatorpp-android-app,"['#Programming Language Utilities', '#Android']"
ads:AdQuality,com.facebook.android:audience-network-sdk,"['#Programming Language Utilities', '#Android']"
advancedflex:debugger,net.flexmojos.oss:flexmojos-unittest-advancedflex,['#Build Tools']
advancedflex:debugger,org.sonatype.flexmojos:flexmojos-unittest-advancedflex,['#Build Tools']
advancedflex:debugger,org.sonatype.flexmojos:flexmojos-unittest-support,['#Build Tools']
aerospike-java-plugins:aerospike-transcoder,com.aerospike:aerospike-cache,"['#Data Management', '#Database']"
aerospike-java-plugins:aerospike-transcoder,com.aerospike:aerospike-session-store,"['#Data Management', '#Database']"
ai.catboost:catboost-prediction,org.apache.ignite:ignite-ml-catboost-model-parser,"['#Data Management', '#Database', '#Memory']"
ai.djl.huggingface:tokenizers,com.xebia:xef-gpt4all-jvm,"['#Data Processors', '#Format', '#JSON']"
ai.djl.huggingface:tokenizers,com.yahoo.vespa:linguistics-components,"['#Big Data', '#Parallel Data Processing']"
ai.djl.huggingface:tokenizers,com.yahoo.vespa:model-integration,"['#Big Data', '#Parallel Data Processing']"
ai.djl.mxnet:mxnet-engine,org.apache.camel:camel-djl,['#Enterprise Integration']
ai.djl.mxnet:mxnet-model-zoo,org.apache.camel:camel-djl,['#Enterprise Integration']
ai.djl.mxnet:mxnet-native-auto,org.apache.camel:camel-djl,['#Enterprise Integration']
ai.djl.pytorch:pytorch-engine,nz.ac.waikato.cms.moa:moa,"['#Big Data', '#Parallel Data Processing']"
ai.djl.pytorch:pytorch-native-auto,nz.ac.waikato.cms.moa:moa,"['#Big Data', '#Parallel Data Processing']"
ai.djl.pytorch:pytorch-native-auto,org.apache.camel:camel-djl,['#Enterprise Integration']
ai.djl.tensorflow:tensorflow-native-auto,org.apache.camel:camel-djl,['#Enterprise Integration']
ai.djl.timeseries:timeseries,org.apache.camel:camel-djl,['#Enterprise Integration']
ai.djl:api,nz.ac.waikato.cms.moa:moa,"['#Big Data', '#Parallel Data Processing']"
ai.djl:api,org.apache.camel:camel-djl,['#Enterprise Integration']
ai.djl:model-zoo,nz.ac.waikato.cms.moa:moa,"['#Big Data', '#Parallel Data Processing']"
ai.djl:model-zoo,org.apache.camel:camel-djl,['#Enterprise Integration']
ai.h2o.mli:h2o-genmodel-ext-klime,ai.h2o:mojo2-runtime-h2o3-impl,"['#Big Data', '#Machine Learning']"
ai.h2o:javassist,ai.h2o:h2o-classic,"['#Big Data', '#Machine Learning']"
ai.h2o:mojo2-cli,ai.h2o:mojo2-runtime,"['#Big Data', '#Machine Learning']"
ai.h2o:mojo2-combined,ai.h2o:mojo2-runtime,"['#Big Data', '#Machine Learning']"
ai.h2o:mojo2-custom-op-yeo-johnson,ai.h2o:mojo2-runtime,"['#Big Data', '#Machine Learning']"
ai.h2o:mojo2-runtime-ext-tensorflow,ai.h2o:mojo2-runtime,"['#Big Data', '#Machine Learning']"
ai.h2o:sparkling-water-api-generation,ai.h2o:sparkling-water-ml_2.11,"['#Big Data', '#Machine Learning']"
ai.h2o:sparkling-water-api-generation,ai.h2o:sparkling-water-ml_2.12,"['#Big Data', '#Machine Learning']"
ai.h2o:sparkling-water-assembly,ai.h2o:sparkling-water-examples_2.11,"['#Big Data', '#Machine Learning']"
ai.h2o:sparkling-water-extension-stack-trace,ai.h2o:sparkling-water-core_2.11,"['#Big Data', '#Machine Learning']"
ai.h2o:sparkling-water-extension-stack-trace,ai.h2o:sparkling-water-examples_2.11,"['#Big Data', '#Machine Learning']"
ai.h2o:sparkling-water-extension-stack-trace,ai.h2o:sparkling-water-ml_2.11,"['#Big Data', '#Machine Learning']"
ai.h2o:sparkling-water-extension-stack-trace,ai.h2o:sparkling-water-repl_2.11,"['#Big Data', '#Machine Learning']"
ai.h2o:sparkling-water-repl,ai.h2o:sparkling-water-core_2.10,"['#Big Data', '#Machine Learning']"
ai.kien:python-native-libs_2.12,io.get-coursier:coursier-launcher_2.12,['#Programming Language Utilities']
ai.kien:python-native-libs_2.13,io.get-coursier:coursier-launcher_2.13,['#Programming Language Utilities']
ai.lum:labrador-core_2.12,ai.lum:odinson-extra_2.12,"['#Big Data', '#Machine Learning']"
akinaru:http-endec,com.github.akinaru:speedtest,['#Test and Quality Management']
akinaru:http-endec,com.github.akinaru:speedtest123,['#Test and Quality Management']
akinaru:http-endec,com.github.akinaru:speedtest124,['#Test and Quality Management']
akinaru:http-endec,com.github.akinaru:speedtest125,['#Test and Quality Management']
alda:alda,com.neuronrobotics:BowlerScriptingKernel,['#Robotics']
alien4cloud:alien4cloud-core,eu.seaclouds-project:common,['#Cloud Computing']
alien4cloud:alien4cloud-core,io.cloudsoft.brooklyn.tosca:a4c-brooklyn-plugin,['#MULTI-PROJECT']
alien4cloud:alien4cloud-core,io.cloudsoft.brooklyn.tosca:brooklyn-tosca-transformer,['#MULTI-PROJECT']
aliyun-log-android-sdk:aliyun_sls_android_adapter,com.aliyun.openservices:alysls-android-crashreporter,['#Cloud Computing']
aliyun-log-android-sdk:aliyun_sls_android_common,com.aliyun.openservices:alysls-android-adapter,['#Cloud Computing']
aliyun-log-android-sdk:aliyun_sls_android_common,com.aliyun.openservices:alysls-android-crashreporter,['#Cloud Computing']
aliyun-log-android-sdk:aliyun_sls_android_producer,com.aliyun.openservices:aliyun-log-android-crashreporter,['#Cloud Computing']
aliyun-log-android-sdk:aliyun_sls_android_producer,com.aliyun.openservices:alysls-android-core,['#Cloud Computing']
aliyun-log-android-sdk:aliyun_sls_android_producer,com.aliyun.openservices:alysls-android-crashreporter,['#Cloud Computing']
alkhalil:alkhalil-analyzer,com.github.msarhan:lucene-arabic-analyzer,['#MULTI-PROJECT']
alkhalil:alkhalil-db-long,com.github.msarhan:lucene-arabic-analyzer,['#MULTI-PROJECT']
alkhalil:alkhalil-db-short,com.github.msarhan:lucene-arabic-analyzer,['#MULTI-PROJECT']
amalloy:ring-gzip-middleware,org.zalando.stups:friboo,['#Cloud Computing']
amazon:MapReduce.Service.Client,org.apache.airavata:airavata-workflow-model-core,"['#Monitoring and Management', '#Scheduling']"
amazon:MapReduce.Service.Client,org.apache.airavata:airavata-xbaya-gui,"['#Monitoring and Management', '#Scheduling']"
amazon:MapReduce.Service.Client,org.apache.airavata:apache-airavata-client,"['#Monitoring and Management', '#Scheduling']"
amazon:MapReduce.Service.Client,org.apache.airavata:apache-airavata-server,"['#Monitoring and Management', '#Scheduling']"
amazon:MapReduce.Service.Client,org.apache.airavata:apache-airavata-xbaya-gui,"['#Monitoring and Management', '#Scheduling']"
amazon:MapReduce.Service.Client,org.apache.airavata:distribution,"['#Monitoring and Management', '#Scheduling']"
amazon:MapReduce.Service.Client,org.apache.airavata:xbaya-gui,"['#Monitoring and Management', '#Scheduling']"
amazonica:amazonica,org.zalando.stups:friboo,['#Cloud Computing']
